Reaction_No,Reactant_1_Name,Reactant_2_Name,Catalyst_1_Short_Hand,Ligand_Short_Hand,Reagent_1_Short_Hand,Solvent_1_Short_Hand,Product_Yield_PCT_Area_UV,,
4330,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,XPhos,None,THF,20.28,,
4331,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,dppf,None,THF,33.40,,
4332,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,Xantphos,None,THF,18.69,,
4333,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,None,NaOH,THF,21.15,,
4334,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,P(tBu)3,NaOH,THF,13.24,,
4335,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,P(Ph)3 ,NaOH,THF,24.25,,
4336,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,AmPhos,NaOH,THF,18.07,,
4337,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,P(Cy)3,NaOH,THF,23.95,,
4338,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,P(o-Tol)3,NaOH,THF,17.46,,
4339,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,CataCXium A,NaOH,THF,20.28,,
4340,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,SPhos,NaOH,THF,17.39,,
4341,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,dtbpf,NaOH,THF,22.20,,
4342,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,XPhos,NaOH,THF,15.90,,
4343,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,dppf,NaOH,THF,21.61,,
4344,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,Xantphos,NaOH,THF,20.79,,
4345,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,None,KOH,THF,18.31,,
4346,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,P(tBu)3,KOH,THF,15.37,,
4347,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,P(Ph)3 ,KOH,THF,20.73,,
4348,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,AmPhos,KOH,THF,16.14,,
4349,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,P(Cy)3,KOH,THF,21.08,,
4350,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,P(o-Tol)3,KOH,THF,16.32,,
4351,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,CataCXium A,KOH,THF,21.37,,
4352,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,SPhos,KOH,THF,15.13,,
4353,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,dtbpf,KOH,THF,21.60,,
4354,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,XPhos,KOH,THF,17.40,,
4355,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,dppf,KOH,THF,24.50,,
4356,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,Xantphos,KOH,THF,18.83,,
4357,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,None,LiOtBu,THF,17.21,,
4358,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,P(tBu)3,LiOtBu,THF,14.73,,
4359,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,P(Ph)3 ,LiOtBu,THF,17.57,,
4360,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,AmPhos,LiOtBu,THF,15.24,,
4361,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,P(Cy)3,LiOtBu,THF,18.65,,
4362,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,P(o-Tol)3,LiOtBu,THF,18.25,,
4363,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,CataCXium A,LiOtBu,THF,17.99,,
4364,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,SPhos,LiOtBu,THF,15.93,,
4365,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,dtbpf,LiOtBu,THF,19.71,,
4366,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,XPhos,LiOtBu,THF,15.94,,
4367,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,dppf,LiOtBu,THF,19.79,,
4368,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,Xantphos,LiOtBu,THF,15.57,,
4369,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,None,NaHCO3,THF,18.77,,
4370,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,P(tBu)3,NaHCO3,THF,15.38,,
4371,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,P(Ph)3 ,NaHCO3,THF,21.31,,
4372,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,AmPhos,NaHCO3,THF,14.96,,
4373,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,P(Cy)3,NaHCO3,THF,20.82,,
4374,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,P(o-Tol)3,NaHCO3,THF,17.07,,
4375,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,CataCXium A,NaHCO3,THF,18.00,,
4376,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,SPhos,NaHCO3,THF,15.82,,
4377,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,dtbpf,NaHCO3,THF,23.61,,
4378,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,XPhos,NaHCO3,THF,17.56,,
4379,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,dppf,NaHCO3,THF,23.14,,
4380,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,Xantphos,NaHCO3,THF,15.79,,
4381,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,None,Et3N,THF,14.92,,
4382,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,P(tBu)3,Et3N,THF,13.11,,
4383,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,P(Ph)3 ,Et3N,THF,17.10,,
4384,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,AmPhos,Et3N,THF,15.47,,
4385,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,P(Cy)3,Et3N,THF,16.80,,
4386,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,P(o-Tol)3,Et3N,THF,15.12,,
4387,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,CataCXium A,Et3N,THF,23.62,,
4388,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,SPhos,Et3N,THF,15.91,,
4389,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,dtbpf,Et3N,THF,22.13,,
4390,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,XPhos,Et3N,THF,18.72,,
4391,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,dppf,Et3N,THF,26.72,,
4392,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,Xantphos,Et3N,THF,16.82,,
4393,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,None,CsF,THF,22.33,,
4394,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,P(tBu)3,CsF,THF,17.88,,
4395,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,P(Ph)3 ,CsF,THF,24.55,,
4396,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,AmPhos,CsF,THF,17.41,,
4397,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,P(Cy)3,CsF,THF,22.84,,
4398,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,P(o-Tol)3,CsF,THF,16.99,,
4399,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,CataCXium A,CsF,THF,27.27,,
4400,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,SPhos,CsF,THF,19.81,,
4401,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,dtbpf,CsF,THF,25.37,,
4402,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,XPhos,CsF,THF,23.55,,
4403,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,dppf,CsF,THF,29.94,,
4404,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,Xantphos,CsF,THF,19.63,,
4405,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,None,K3PO4,THF,22.64,,
4406,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,P(tBu)3,K3PO4,THF,18.18,,
4407,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,P(Ph)3 ,K3PO4,THF,25.49,,
4408,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,AmPhos,K3PO4,THF,20.49,,
4409,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,P(Cy)3,K3PO4,THF,25.25,,
4410,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,P(o-Tol)3,K3PO4,THF,20.02,,
4411,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,CataCXium A,K3PO4,THF,27.52,,
4412,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,SPhos,K3PO4,THF,23.94,,
4413,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,dtbpf,K3PO4,THF,27.57,,
4414,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,XPhos,K3PO4,THF,23.22,,
4415,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,dppf,K3PO4,THF,31.01,,
4416,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,Xantphos,K3PO4,THF,20.07,,
4417,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,None,None,DMF,18.48,,
4418,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,P(tBu)3,None,DMF,16.07,,
4419,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,P(Ph)3 ,None,DMF,18.38,,
4420,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,AmPhos,None,DMF,15.57,,
4421,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,P(Cy)3,None,DMF,18.48,,
4422,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,P(o-Tol)3,None,DMF,14.48,,
4423,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,CataCXium A,None,DMF,18.58,,
4424,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,SPhos,None,DMF,15.35,,
4425,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,dtbpf,None,DMF,21.30,,
4426,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,XPhos,None,DMF,19.20,,
4427,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,dppf,None,DMF,22.60,,
4428,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,Xantphos,None,DMF,16.91,,
4429,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,None,NaOH,DMF,17.56,,
4430,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,P(tBu)3,NaOH,DMF,15.72,,
4431,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,P(Ph)3 ,NaOH,DMF,22.66,,
4432,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,AmPhos,NaOH,DMF,15.30,,
4433,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,P(Cy)3,NaOH,DMF,18.47,,
4434,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,P(o-Tol)3,NaOH,DMF,15.05,,
4435,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,CataCXium A,NaOH,DMF,17.23,,
4436,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,SPhos,NaOH,DMF,17.26,,
4437,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,dtbpf,NaOH,DMF,22.50,,
4438,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,XPhos,NaOH,DMF,16.94,,
4439,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,dppf,NaOH,DMF,20.34,,
4440,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,Xantphos,NaOH,DMF,18.05,,
4441,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,None,KOH,DMF,18.64,,
4442,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,P(tBu)3,KOH,DMF,15.78,,
4443,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,P(Ph)3 ,KOH,DMF,18.87,,
4444,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,AmPhos,KOH,DMF,16.46,,
4445,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,P(Cy)3,KOH,DMF,18.40,,
4446,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,P(o-Tol)3,KOH,DMF,14.87,,
4447,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,CataCXium A,KOH,DMF,21.69,,
4448,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,SPhos,KOH,DMF,15.27,,
4449,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,dtbpf,KOH,DMF,21.87,,
4450,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,XPhos,KOH,DMF,17.07,,
4451,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,dppf,KOH,DMF,21.19,,
4452,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,Xantphos,KOH,DMF,18.26,,
4453,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,None,LiOtBu,DMF,50.93,,
4454,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,P(tBu)3,LiOtBu,DMF,16.44,,
4455,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,P(Ph)3 ,LiOtBu,DMF,18.56,,
4456,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,AmPhos,LiOtBu,DMF,14.00,,
4457,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,P(Cy)3,LiOtBu,DMF,20.05,,
4458,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,P(o-Tol)3,LiOtBu,DMF,16.21,,
4459,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,CataCXium A,LiOtBu,DMF,16.67,,
4460,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,SPhos,LiOtBu,DMF,16.39,,
4461,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,dtbpf,LiOtBu,DMF,21.37,,
4462,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,XPhos,LiOtBu,DMF,16.01,,
4463,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,dppf,LiOtBu,DMF,20.52,,
4464,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,Xantphos,LiOtBu,DMF,17.96,,
4465,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,None,NaHCO3,DMF,19.59,,
4466,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,P(tBu)3,NaHCO3,DMF,16.18,,
4467,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,P(Ph)3 ,NaHCO3,DMF,20.35,,
4468,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,AmPhos,NaHCO3,DMF,14.90,,
4469,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,P(Cy)3,NaHCO3,DMF,16.96,,
4470,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,P(o-Tol)3,NaHCO3,DMF,15.58,,
4471,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,CataCXium A,NaHCO3,DMF,18.97,,
4472,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,SPhos,NaHCO3,DMF,17.13,,
4473,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,dtbpf,NaHCO3,DMF,21.13,,
4474,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,XPhos,NaHCO3,DMF,17.21,,
4475,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,dppf,NaHCO3,DMF,24.63,,
4476,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,Xantphos,NaHCO3,DMF,21.13,,
4477,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,None,Et3N,DMF,17.77,,
4478,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,P(tBu)3,Et3N,DMF,17.97,,
4479,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,P(Ph)3 ,Et3N,DMF,18.63,,
4480,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,AmPhos,Et3N,DMF,17.25,,
4481,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,P(Cy)3,Et3N,DMF,15.67,,
4482,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,P(o-Tol)3,Et3N,DMF,20.33,,
4483,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,CataCXium A,Et3N,DMF,23.83,,
4484,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,SPhos,Et3N,DMF,20.55,,
4485,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,dtbpf,Et3N,DMF,23.52,,
4486,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,XPhos,Et3N,DMF,21.74,,
4487,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,dppf,Et3N,DMF,34.01,,
4488,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,Xantphos,Et3N,DMF,18.23,,
4489,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,None,CsF,DMF,25.83,,
4490,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,P(tBu)3,CsF,DMF,16.38,,
4491,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,P(Ph)3 ,CsF,DMF,24.48,,
4492,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,AmPhos,CsF,DMF,15.65,,
4493,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,P(Cy)3,CsF,DMF,15.08,,
4494,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,P(o-Tol)3,CsF,DMF,17.56,,
4495,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,CataCXium A,CsF,DMF,17.63,,
4496,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,SPhos,CsF,DMF,20.91,,
4497,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,dtbpf,CsF,DMF,29.84,,
4498,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,XPhos,CsF,DMF,20.83,,
4499,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,dppf,CsF,DMF,35.23,,
4500,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,Xantphos,CsF,DMF,18.09,,
4501,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,None,K3PO4,DMF,24.53,,
4502,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,P(tBu)3,K3PO4,DMF,16.59,,
4503,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,P(Ph)3 ,K3PO4,DMF,18.58,,
4504,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,AmPhos,K3PO4,DMF,18.45,,
4505,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,P(Cy)3,K3PO4,DMF,19.87,,
4506,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,P(o-Tol)3,K3PO4,DMF,24.19,,
4507,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,CataCXium A,K3PO4,DMF,20.30,,
4508,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,SPhos,K3PO4,DMF,19.59,,
4509,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,dtbpf,K3PO4,DMF,21.94,,
4510,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,XPhos,K3PO4,DMF,17.96,,
4511,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,dppf,K3PO4,DMF,24.20,,
4512,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,Xantphos,K3PO4,DMF,16.50,,
4513,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,None,None,MeOH,17.90,,
4514,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,P(tBu)3,None,MeOH,20.81,,
4515,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,P(Ph)3 ,None,MeOH,19.75,,
4516,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,AmPhos,None,MeOH,18.21,,
4517,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,P(Cy)3,None,MeOH,15.90,,
4518,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,P(o-Tol)3,None,MeOH,16.42,,
4519,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,CataCXium A,None,MeOH,24.69,,
4520,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,SPhos,None,MeOH,20.73,,
4521,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,dtbpf,None,MeOH,19.32,,
4522,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,XPhos,None,MeOH,22.67,,
4523,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,dppf,None,MeOH,20.28,,
4524,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,Xantphos,None,MeOH,19.99,,
4525,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,None,NaOH,MeOH,23.14,,
4526,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,P(tBu)3,NaOH,MeOH,24.93,,
4527,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,P(Ph)3 ,NaOH,MeOH,18.72,,
4528,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,AmPhos,NaOH,MeOH,18.15,,
4529,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,P(Cy)3,NaOH,MeOH,19.91,,
4530,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,P(o-Tol)3,NaOH,MeOH,18.30,,
4531,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,CataCXium A,NaOH,MeOH,21.39,,
4532,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,SPhos,NaOH,MeOH,49.99,,
4533,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,dtbpf,NaOH,MeOH,28.07,,
4534,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,XPhos,NaOH,MeOH,48.27,,
4535,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,dppf,NaOH,MeOH,24.68,,
4536,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,Xantphos,NaOH,MeOH,21.68,,
4537,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,None,KOH,MeOH,23.56,,
4538,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,P(tBu)3,KOH,MeOH,22.10,,
4539,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,P(Ph)3 ,KOH,MeOH,21.95,,
4540,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,AmPhos,KOH,MeOH,18.31,,
4541,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,P(Cy)3,KOH,MeOH,18.12,,
4542,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,P(o-Tol)3,KOH,MeOH,17.60,,
4543,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,CataCXium A,KOH,MeOH,22.00,,
4544,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,SPhos,KOH,MeOH,41.19,,
4545,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,dtbpf,KOH,MeOH,22.48,,
4546,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,XPhos,KOH,MeOH,47.01,,
4547,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,dppf,KOH,MeOH,24.71,,
4548,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,Xantphos,KOH,MeOH,18.76,,
4549,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,None,LiOtBu,MeOH,22.31,,
4550,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,P(tBu)3,LiOtBu,MeOH,21.35,,
4551,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,P(Ph)3 ,LiOtBu,MeOH,17.63,,
4552,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,AmPhos,LiOtBu,MeOH,15.26,,
4553,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,P(Cy)3,LiOtBu,MeOH,16.98,,
4554,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,P(o-Tol)3,LiOtBu,MeOH,15.16,,
4555,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,CataCXium A,LiOtBu,MeOH,26.24,,
4556,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,SPhos,LiOtBu,MeOH,41.97,,
4557,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,dtbpf,LiOtBu,MeOH,25.00,,
4558,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,XPhos,LiOtBu,MeOH,59.08,,
4559,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,dppf,LiOtBu,MeOH,39.34,,
4560,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,Xantphos,LiOtBu,MeOH,17.43,,
4561,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,None,NaHCO3,MeOH,21.06,,
4562,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,P(tBu)3,NaHCO3,MeOH,23.23,,
4563,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,P(Ph)3 ,NaHCO3,MeOH,21.30,,
4564,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,AmPhos,NaHCO3,MeOH,14.78,,
4565,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,P(Cy)3,NaHCO3,MeOH,19.10,,
4566,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,P(o-Tol)3,NaHCO3,MeOH,14.98,,
4567,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,CataCXium A,NaHCO3,MeOH,7.73,,
4568,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,SPhos,NaHCO3,MeOH,34.85,,
4569,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,dtbpf,NaHCO3,MeOH,22.88,,
4570,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,XPhos,NaHCO3,MeOH,38.14,,
4571,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,dppf,NaHCO3,MeOH,22.55,,
